DEPARTAMENTO,PROVINCIA,MES,n
TUMBES,CONTRALMIRANTE VILLAR,11,15
TUMBES,CONTRALMIRANTE VILLAR,12,19
TUMBES,EN INVESTIGACIÓN,4,6
TUMBES,EN INVESTIGACIÓN,5,7
TUMBES,EN INVESTIGACIÓN,6,1
TUMBES,EN INVESTIGACIÓN,7,7
TUMBES,EN INVESTIGACIÓN,8,6
TUMBES,EN INVESTIGACIÓN,9,4
TUMBES,EN INVESTIGACIÓN,12,1
TUMBES,TUMBES,1,157
TUMBES,TUMBES,3,9
TUMBES,TUMBES,4,292
TUMBES,TUMBES,5,742
TUMBES,TUMBES,6,1601
TUMBES,TUMBES,7,1200
TUMBES,TUMBES,8,1224
TUMBES,TUMBES,9,1044
TUMBES,TUMBES,10,639
TUMBES,TUMBES,11,351
TUMBES,TUMBES,12,282
TUMBES,ZARUMILLA,1,13
TUMBES,ZARUMILLA,3,4
TUMBES,ZARUMILLA,4,59
TUMBES,ZARUMILLA,5,122
TUMBES,ZARUMILLA,6,257
TUMBES,ZARUMILLA,7,187
TUMBES,ZARUMILLA,8,258
TUMBES,ZARUMILLA,9,384
TUMBES,ZARUMILLA,10,173
TUMBES,ZARUMILLA,11,113
TUMBES,ZARUMILLA,12,37
UCAYALI,ATALAYA,5,1
UCAYALI,ATALAYA,6,8
UCAYALI,ATALAYA,7,112
UCAYALI,ATALAYA,8,144
UCAYALI,ATALAYA,9,77
UCAYALI,ATALAYA,10,117
UCAYALI,ATALAYA,11,11
UCAYALI,ATALAYA,12,13
UCAYALI,CORONEL PORTILLO,1,150
UCAYALI,CORONEL PORTILLO,4,752
UCAYALI,CORONEL PORTILLO,5,4049
UCAYALI,CORONEL PORTILLO,6,2557
UCAYALI,CORONEL PORTILLO,7,1788
UCAYALI,CORONEL PORTILLO,8,3335
UCAYALI,CORONEL PORTILLO,9,1862
UCAYALI,CORONEL PORTILLO,10,960
UCAYALI,CORONEL PORTILLO,11,671
UCAYALI,CORONEL PORTILLO,12,643
UCAYALI,EN INVESTIGACIÓN,1,1
UCAYALI,EN INVESTIGACIÓN,4,4
UCAYALI,EN INVESTIGACIÓN,5,23
UCAYALI,EN INVESTIGACIÓN,6,54
UCAYALI,EN INVESTIGACIÓN,7,290
UCAYALI,EN INVESTIGACIÓN,8,282
UCAYALI,EN INVESTIGACIÓN,9,365
UCAYALI,EN INVESTIGACIÓN,10,176
UCAYALI,EN INVESTIGACIÓN,11,155
UCAYALI,EN INVESTIGACIÓN,12,97
UCAYALI,PADRE ABAD,1,26
UCAYALI,PADRE ABAD,4,4
UCAYALI,PADRE ABAD,5,130
UCAYALI,PADRE ABAD,6,339
UCAYALI,PADRE ABAD,7,223
UCAYALI,PADRE ABAD,8,346
UCAYALI,PADRE ABAD,9,259
UCAYALI,PADRE ABAD,10,188
UCAYALI,PADRE ABAD,11,90
UCAYALI,PADRE ABAD,12,89
UCAYALI,PURUS,7,23
UCAYALI,PURUS,8,19
UCAYALI,PURUS,9,122
UCAYALI,PURUS,10,160
UCAYALI,PURUS,11,27
